time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
9,763177;9,1075;-5,2826;-3,1881;11,001
9,773419;14,1872;-8,7818;-13,9148;21,726
9,783402;12,0359;-1,4899;-21,3081;24,518
9,797977;8,0871;1,2703;-21,5527;23,055
9,803384;6,0311;-13,6674;-6,0606;16,121
9,823054;-0,9179;-16,0924;25,5254;30,189
9,826128;1,3030;-17,3049;47,0358;50,135
9,835236;0,7843;-13,1676;51,3984;53,064
9,848294;-1,9867;-3,8634;45,2755;45,483
9,855558;0,7336;0,1475;34,9715;34,980
9,862868;3,0572;0,5589;18,5446;18,803
9,873161;1,8094;1,4348;3,2356;3,975
9,883057;-1,3834;2,7604;-10,0392;10,503
9,901692;-6,2570;4,0061;-19,5894;20,951
9,904755;-10,0231;4,3210;-26,1806;28,365
9,913261;-9,1939;2,1242;-25,2901;26,993
9,922838;-8,3725;1,4552;-18,6524;20,497
9,933030;-7,7455;0,3117;-10,2247;12,831
9,944145;-6,2618;-1,5098;-1,6118;6,640
9,954354;-4,2606;-3,2653;1,6320;5,611
9,962821;-2,5322;-3,7060;2,2004;4,999
9,973031;-1,9859;-2,6369;1,1565;3,498
9,986806;-2,3902;-1,3399;-1,5145;3,131
9,993321;-3,6525;-1,2088;-4,4590;5,889
10,009276;-4,9066;-1,2160;-5,7077;7,624
10,012792;-6,9146;-1,3549;-5,0537;8,671
10,023121;-9,3419;-1,9348;-3,0296;10,010
10,033132;-10,2296;-2,8131;-1,3279;10,692
10,043593;-10,3895;-3,0172;0,9975;10,865
10,053447;-9,3882;-3,3785;2,8415;10,374
10,064799;-6,9651;-4,5963;2,6325;8,750
10,073129;-3,6276;-6,1409;0,5350;7,152
10,082991;0,1314;-7,2192;-3,5095;8,028
10,096704;2,6808;-7,5787;-8,3173;11,567
10,103103;-0,5065;-6,4534;-12,1025;13,725
10,119547;-7,5526;-0,9792;-15,3583;17,143
10,122887;-4,7726;7,1348;-18,3114;20,224
10,132904;4,0776;7,9859;-17,0976;19,306
10,142917;6,1192;-0,4426;-3,8399;7,238
10,153010;-0,2624;-2,5960;55,2342;55,296
10,165176;11,9952;-15,5815;51,7303;55,342
10,172939;8,1402;-14,8702;52,4047;55,078
10,182936;1,3627;-8,2260;35,1521;36,127
10,194639;0,9509;-6,7589;16,8450;18,175
10,203166;4,0042;-4,1608;2,0362;6,123
10,221661;6,5118;-0,6190;-7,3744;9,857
10,223539;7,8098;0,2408;-12,4058;14,661
10,233254;7,6814;-1,5052;-15,5580;17,416
10,243142;6,6309;-3,0253;-15,6037;17,222
10,253070;4,9642;-3,5591;-12,4060;13,828
10,264191;2,1945;-4,2013;-7,0414;8,488
10,274541;-0,6800;-4,8031;-1,8883;5,206
10,283155;-2,6144;-5,4755;0,8756;6,130
10,292982;-3,8860;-6,4630;1,7274;7,737
10,305918;-4,8768;-6,6295;3,0173;8,766
10,313330;-4,5716;-6,0081;4,1582;8,619
10,331276;-3,8830;-5,1757;3,8478;7,528
10,332939;-3,0497;-4,7013;2,4163;6,103
10,342888;-2,5203;-4,4062;0,6002;5,111
10,353495;-2,1363;-4,4461;-1,3073;5,103
10,363180;-2,0061;-4,5325;-2,6231;5,608
10,374528;-1,7243;-4,4871;-3,5732;5,990
10,383220;-1,3841;-4,0613;-4,7248;6,382
10,392844;-1,5534;-3,3997;-5,8635;6,954
10,406220;-1,6075;-2,5693;-7,1384;7,755
10,413013;-1,1567;-1,7722;-7,9984;8,274
10,431744;-0,3196;-1,3423;-8,5571;8,668
10,433644;0,6443;-1,7922;-8,4548;8,667
10,443134;1,0746;-2,5965;-8,0227;8,501
10,454216;0,7245;-3,3847;-7,1658;7,958
10,463019;0,0933;-3,9579;-5,4065;6,701
10,474035;0,0916;-3,9843;-3,2431;5,138
10,483052;0,7849;-4,0128;-1,6598;4,413
10,493484;0,4126;-4,8683;-2,6648;5,565
10,507146;3,2885;-3,7073;-3,6491;6,154
10,513184;5,6752;0,3283;-1,8173;5,968
10,533742;7,1381;1,4948;4,8260;8,745
10,535614;8,7251;-2,6014;13,6227;16,385
10,542677;11,5474;-6,7642;20,7023;24,651
10,552927;10,8241;-6,7888;26,9149;29,794
10,562825;10,3308;-6,8233;25,0695;27,960
10,573466;7,8985;-4,1335;25,3145;26,838
10,584152;2,8178;-0,9120;20,9549;21,163
10,592879;0,3234;0,1971;13,3438;13,349
10,610195;-0,8647;1,7211;6,6643;6,937
10,613212;-1,9900;3,1467;1,6769;4,083
10,636346;-3,2593;3,7290;-1,8095;5,273
10,637975;-4,3245;3,9801;-4,3267;7,298
10,643183;-6,0662;4,6834;-5,9653;9,712
10,653018;-7,4048;4,3535;-6,1878;10,586
10,663014;-7,4938;3,5067;-5,4571;9,911
10,673031;-6,6617;2,8255;-3,9838;8,260
10,691068;-5,3020;2,3620;-2,7558;6,425
10,693700;-3,9663;2,0484;-2,1818;4,969
10,703167;-3,1040;1,6851;-2,5115;4,334
10,718207;-2,7981;1,4692;-3,6383;4,819
10,723170;-2,7624;1,4732;-5,1551;6,031
10,732906;-2,8732;1,3448;-6,6580;7,375
10,743161;-3,2795;1,1248;-7,7629;8,502
10,752953;-4,3502;0,6116;-8,0563;9,176
10,762869;-5,3693;0,1856;-7,3520;9,106
10,773009;-5,9245;-0,1570;-6,0393;8,462
10,790045;-5,5915;-0,6044;-4,0784;6,947
10,816258;-4,2464;-0,8347;-3,3985;5,503
10,818583;-2,1882;-1,2888;-3,3263;4,185
10,819812;-0,1131;-1,9647;-3,2038;3,760
10,822847;0,4420;-2,0374;-2,9726;3,631
10,833045;0,2393;-2,3899;-2,7825;3,676
10,842795;-0,4769;-3,4642;-1,5569;3,828
10,852869;-1,6558;-4,1789;0,9042;4,585
10,862863;-3,2037;-2,5411;2,4782;4,781
10,872860;-2,8577;-1,1457;2,4667;3,945
10,890705;-0,3994;-1,4959;3,6943;4,006
10,892915;2,6466;-2,6113;8,1284;8,938
10,903127;6,0551;-3,6199;14,8189;16,412
10,917120;9,2671;-4,8351;21,0700;23,520
10,922848;10,2933;-5,9009;24,2821;27,026
10,932913;8,7183;-6,1985;22,9004;25,276
10,942899;4,6653;-5,2220;18,6271;19,900
10,953067;1,1339;-3,9611;12,9615;13,601
10,962837;-1,2420;-2,8750;7,3355;7,976
10,972887;-2,6203;-1,8170;3,1696;4,496
10,990069;-3,1976;-1,1702;0,0532;3,405
10,993034;-3,2361;-0,6995;-2,4282;4,106
11,018142;-2,7333;-0,4644;-3,5865;4,533
11,020334;-1,8358;-0,3977;-4,2698;4,665
11,022983;-0,9373;-0,6934;-4,2773;4,433
11,032812;0,0045;-1,1393;-3,9909;4,150
11,042883;0,5976;-1,9229;-4,0657;4,537
11,052857;0,9372;-2,0684;-3,0737;3,822
11,062857;0,1975;-2,3016;-3,4150;4,123
11,072790;-0,8396;-2,9129;-3,1046;4,339
11,089751;-1,8370;-3,3037;-2,7378;4,667
11,093977;-2,9136;-3,5721;-2,2702;5,138
11,118202;-3,3434;-3,8310;-2,5519;5,689
11,121016;-2,8166;-4,0995;-3,8281;6,276
11,123058;-1,8558;-4,2859;-5,4772;7,198
11,133070;-0,7256;-4,3208;-6,8908;8,166
11,142878;0,6223;-4,1895;-7,9813;9,035
11,152993;1,8775;-3,9233;-8,6467;9,679
11,162879;2,5796;-3,7805;-8,6356;9,773
11,172824;4,0449;-4,1842;-7,7852;9,720
11,188654;3,4932;-4,2401;-6,8260;8,762
11,212688;2,2009;-3,7066;-5,7777;7,209
11,214961;1,6380;-3,2776;-4,9355;6,147
11,216625;1,4771;-3,3723;-4,6271;5,913
11,223301;2,1361;-4,3008;-5,8635;7,579
11,232995;3,4411;-4,7868;-7,6322;9,644
11,243316;4,3021;-3,9397;-8,0209;9,918
11,253008;5,1431;-2,4979;-4,3194;7,166
11,263080;6,5907;-1,8785;2,1334;7,178
11,272935;8,2916;-3,0813;8,6267;12,356
11,289874;9,1847;-5,6846;13,5756;17,348
11,293253;9,1350;-7,9132;16,3049;20,296
11,318642;6,9279;-7,1426;18,4733;20,983
11,321261;4,2135;-4,9325;18,8451;19,930
11,323308;2,1207;-3,9129;16,8645;17,442
11,332957;0,7033;-3,0920;14,9116;15,245
11,343348;-0,4136;-1,4871;13,5386;13,626
11,353496;-0,9280;0,4587;11,8048;11,850
11,362951;-0,8556;1,9601;9,4948;9,733
11,372851;-0,4745;2,7888;6,7813;7,348
11,390395;-0,0868;3,0075;4,1212;5,103
11,393261;-0,0780;2,8944;1,8212;3,421
11,412700;-0,6885;2,6093;-0,1688;2,704
11,414938;-1,4008;2,3364;-1,4888;3,104
11,424260;-2,0656;2,1479;-2,1916;3,699
11,433021;-2,4441;1,9437;-2,6031;4,065
11,443151;-2,4360;1,5768;-2,9183;4,115
11,453095;-2,1983;1,1144;-3,2893;4,110
11,463554;-2,0282;0,6277;-3,6339;4,209
11,473345;-2,0273;0,1484;-3,9805;4,469
11,486599;-2,1569;-0,3243;-4,4830;4,985
11,517102;-2,3733;-0,6766;-4,9992;5,575
11,519960;-2,7949;-1,0557;-5,2743;6,062
11,521747;-3,3622;-1,5230;-5,5850;6,694
11,523911;-3,9633;-2,1628;-6,0369;7,539
11,533333;-4,3323;-2,6245;-6,6619;8,369
11,543265;-4,6854;-2,7898;-7,2634;9,083
11,553233;-5,1941;-2,9012;-7,6724;9,709
11,563266;-5,4465;-3,2729;-7,9571;10,183
11,573217;-5,2990;-3,7053;-8,2432;10,477
11,587840;-4,8903;-3,9328;-8,6248;10,666
11,593462;-4,6611;-3,8843;-8,7991;10,688
11,616775;-4,5760;-3,7821;-8,7663;10,587
11,618949;-4,4692;-3,7423;-8,3977;10,223
11,624787;-4,4064;-3,4855;-7,4065;9,296
11,633161;-4,2324;-2,7529;-5,5863;7,530
11,643152;-3,9115;-1,9590;-3,5042;5,605
11,653236;-3,2885;-1,3224;-0,9340;3,665
11,663174;-1,7767;-0,9221;2,1198;2,916
11,673265;0,1091;-0,7528;5,8175;5,867
11,684427;2,1291;-1,0232;9,3416;9,636
11,713890;3,6598;-1,6851;12,2541;12,900
11,717011;4,2569;-2,2026;14,2151;15,001
11,718728;4,9017;-2,1344;14,8906;15,821
11,724471;5,4408;-1,6237;14,7107;15,768
11,733475;5,7719;-1,3283;14,4971;15,660
11,743061;5,8913;-1,2950;14,1033;15,339
11,753049;5,7352;-1,3959;13,0774;14,348
11,763350;5,3514;-1,7458;11,8401;13,110
11,773228;4,6450;-1,9539;10,5161;11,661
11,786564;3,4735;-1,9571;8,7184;9,587
11,793312;2,5077;-1,7640;7,1064;7,740
11,815742;1,9787;-1,5623;5,1657;5,748
11,817983;1,3230;-1,4763;2,9408;3,547
11,825306;0,6256;-1,2055;1,2990;1,879
11,835693;0,6448;-0,8955;-0,3270;1,151
11,844831;0,5505;-1,1118;-2,2022;2,528
11,853246;-0,2205;-0,4368;-2,3963;2,446
11,862983;-0,3651;-0,1606;-3,0156;3,042
11,873238;-0,0620;-0,6139;-3,6128;3,665
11,883340;-1,1707;-1,7828;-5,9088;6,282
11,898528;-1,3120;-1,6087;-5,7987;6,159
11,903357;-0,2555;-1,2005;-4,8048;4,959
11,925899;0,8685;-0,9003;-2,9696;3,222
11,928253;1,9470;-0,6952;0,0253;2,067
11,935777;3,7643;-0,8608;4,4692;5,906
11,947274;5,1002;-1,3599;4,8453;7,165
11,953150;5,1524;-1,4409;1,6935;5,612
11,963053;4,6804;-1,4349;-0,8611;4,971
11,972980;4,3312;-1,9158;-1,9948;5,139
11,983068;3,7016;-2,7917;-2,3462;5,196
11,995241;3,1033;-3,6775;-1,6613;5,091
12,022449;2,1916;-4,1112;0,8160;4,730
12,024946;1,1683;-4,1833;1,6571;4,649
12,026438;1,4238;-3,8961;0,6149;4,193
12,033324;2,3478;-3,4848;-0,1640;4,205
12,046221;3,8139;-3,3008;-0,1789;5,047
12,054139;5,3033;-3,3223;0,1146;6,259
12,062848;6,3066;-3,6645;0,5347;7,314
12,073038;6,5979;-4,1893;0,9784;7,877
12,083016;6,3490;-4,5229;1,1365;7,878
12,108682;5,6390;-4,2189;1,1224;7,131
12,111454;4,8525;-3,5648;1,6068;6,232
12,113370;4,3582;-2,9318;2,6401;5,879
12,122995;4,1377;-2,7465;3,7565;6,227
12,132919;4,2847;-2,9663;4,8917;7,147
12,143502;4,8836;-3,3397;5,9331;8,379
12,153935;5,5960;-3,6611;6,7191;9,480
12,163026;6,0897;-3,8068;7,2034;10,172
12,173167;5,9140;-3,5187;7,3144;10,043
12,186608;5,0034;-3,0665;6,5087;8,764
12,193170;3,9012;-2,7833;5,4457;7,254
12,211260;3,1182;-2,8752;5,1363;6,661
12,212876;2,5777;-3,0062;5,1004;6,457
12,223046;1,9637;-2,8997;4,6324;5,807
12,232765;1,6412;-2,8076;3,9272;5,099
12,242837;1,6795;-3,0128;3,3563;4,813
12,253662;1,7683;-3,3896;2,8966;4,797
12,264969;1,5696;-3,6997;2,3458;4,653
12,272976;1,1440;-3,8608;1,5558;4,317
12,283446;0,5723;-3,8415;0,7194;3,950
12,294905;-0,0511;-3,6533;-0,0246;3,654
12,302897;-0,4989;-3,3559;-0,7935;3,484
12,318962;-0,6956;-3,0498;-1,4493;3,448
12,322816;-0,5313;-2,7020;-2,1133;3,471
12,333029;-0,1460;-2,3456;-2,6254;3,524
12,342960;0,2959;-2,0403;-2,9680;3,614
12,353475;0,6452;-1,8890;-3,2143;3,784
12,364653;0,7403;-2,0015;-3,4823;4,084
12,372971;1,3022;-1,6406;-3,4311;4,020
12,382834;1,6803;-1,6463;-3,5463;4,256
12,395970;1,8795;-1,9090;-3,7068;4,574
12,403045;2,0430;-2,3003;-3,9417;5,000
12,421114;2,1208;-2,5013;-4,1390;5,281
12,423297;2,1818;-2,5346;-4,2864;5,437
12,433063;2,4236;-2,4554;-4,3082;5,519
12,442772;2,7940;-2,2852;-4,0674;5,438
12,453028;2,9061;-2,1106;-3,4754;4,998
12,463782;2,7407;-2,0392;-2,6175;4,304
12,472977;2,3281;-2,2142;-1,1813;3,423
12,482853;1,6874;-2,3119;0,6399;2,933
12,496146;1,0520;-2,2759;2,2634;3,378
12,503278;0,4885;-2,2965;3,5280;4,238
12,518846;-0,0277;-2,2525;4,7434;5,251
12,522919;-0,7292;-2,0456;6,3192;6,682
12,532836;-1,2101;-1,7002;8,0816;8,347
12,542880;-1,3374;-1,1767;10,2436;10,397
12,552923;-1,1643;-0,7397;11,6841;11,765
12,562946;-0,7420;-1,0357;11,7605;11,829
12,575619;-0,3110;-1,7805;12,5972;12,726
12,582835;-0,0251;-2,6909;12,8498;13,129
12,593140;-0,0399;-2,9463;12,0130;12,369
12,604048;-0,1096;-2,4774;10,1369;10,436
12,628355;-0,2024;-1,9825;8,5298;8,760
12,630216;-0,3053;-1,5924;6,9644;7,151
12,633103;-0,0475;-1,2065;4,3863;4,549
12,642860;0,2539;-0,9867;2,3279;2,541
12,653318;0,5124;-0,7424;0,7312;1,161
12,663029;0,6411;-0,4619;-0,4634;0,916
12,673478;0,7276;-0,1777;-1,6854;1,844
12,683246;0,7636;0,0476;-2,7103;2,816
12,693037;0,7351;0,2451;-3,5276;3,612
12,704336;1,3329;0,3811;-4,2886;4,507
12,712792;1,9241;0,2482;-4,9875;5,352
12,730140;2,2918;0,4475;-5,5740;6,043
12,732935;2,3823;0,8679;-5,4306;5,993
12,744401;2,7151;0,8011;-5,4485;6,140
12,753100;3,3155;0,3864;-5,5687;6,492
12,762796;3,8404;-0,0315;-5,5764;6,771
12,773238;4,1063;-0,3511;-5,5091;6,880
12,784381;4,1682;-0,7381;-5,1922;6,699
12,793003;3,9685;-1,4740;-4,3598;6,077
12,804881;3,2356;-1,9151;-3,1916;4,932
12,813211;2,5117;-2,0315;-2,3522;3,996
12,831706;1,5751;-2,2289;-1,0569;2,927
12,833640;1,0212;-2,6008;0,2893;2,809
12,842771;1,1120;-2,9993;1,4866;3,527
12,853330;1,5730;-3,4388;2,2549;4,403
12,863770;2,3679;-3,8055;2,8428;5,308
12,873178;3,1233;-4,0294;3,1570;5,996
12,885136;3,8430;-4,0898;3,1172;6,420
12,893269;4,4420;-3,9255;3,0760;6,679
12,906082;4,9213;-3,5920;2,9500;6,769
12,913362;5,3182;-3,3116;2,7819;6,855
12,937831;5,5039;-3,1378;2,5512;6,830
12,939475;5,4279;-3,0171;2,3876;6,653
12,943581;5,1805;-3,1901;2,3035;6,505
12,953184;4,9352;-3,4381;2,3003;6,440
12,965773;4,7959;-3,6322;2,2304;6,416
12,974383;4,6936;-3,6173;1,8732;6,215
12,983786;4,5856;-3,4435;1,4509;5,915
13,000073;4,5513;-3,1051;1,0278;5,605
13,003017;4,5958;-2,7576;0,6895;5,404
13,023502;4,7165;-2,4820;0,4123;5,346
13,024488;4,9128;-2,1041;0,4600;5,364
13,032974;5,2711;-1,9172;0,7257;5,656
13,042681;5,7017;-1,9678;0,8588;6,093
13,052549;5,9659;-2,0533;1,1189;6,408
13,062795;5,9081;-2,0789;1,4644;6,432
13,073850;5,2428;-2,0412;1,9387;5,951
13,082729;4,1509;-2,1220;2,6416;5,358
13,106933;3,0044;-2,2102;3,8644;5,371
13,109539;2,1303;-2,1946;5,3236;6,140
13,112715;1,4661;-2,1298;6,9011;7,370
13,122838;1,1413;-1,9380;8,4840;8,777
13,132835;0,9017;-1,5515;10,0036;10,163
13,142695;0,5899;-0,9488;10,9926;11,049
13,152654;0,1356;-0,4017;11,1989;11,207
13,162628;-0,3867;-0,0434;10,5869;10,594
13,172843;-0,7918;0,0816;9,2397;9,274
13,182637;-1,0968;0,1676;7,9719;8,049
13,196960;-1,2513;0,3285;6,8206;6,942
13,218343;-1,2747;0,4631;5,6678;5,828
13,220124;-1,2650;0,5794;4,5036;4,714
13,222700;-1,1860;0,6720;3,3722;3,637
13,232667;-0,9537;0,6819;2,3965;2,668
13,242610;-0,6918;0,5788;1,4652;1,721
13,252799;-0,5373;0,3362;0,2622;0,686
13,262652;-0,5332;0,1267;-0,8626;1,022
13,272747;-0,6536;-0,0061;-1,9176;2,026
13,283241;-0,8167;-0,0396;-2,7646;2,883
13,298288;-1,1530;0,0013;-3,5196;3,704
13,320677;-1,4971;0,1920;-3,9490;4,228
13,322616;-1,7612;0,2827;-4,2279;4,589
13,323899;-1,9836;0,3039;-4,2476;4,698
13,333223;-1,9371;0,3371;-4,0429;4,496
13,342880;-1,6554;0,4420;-3,9075;4,267
13,352929;-1,6088;0,6828;-4,0395;4,401
13,362931;-1,7187;1,0865;-4,3444;4,797
13,372829;-1,3367;1,3584;-4,1763;4,591
13,382822;-1,0927;1,3072;-3,9471;4,299
13,399446;-1,0692;0,9751;-3,9494;4,206
13,423722;-1,2976;0,6595;-4,1774;4,424
13,425713;-1,8457;0,6240;-4,2223;4,650
13,426944;-2,4199;0,6722;-4,2089;4,901
13,433008;-2,9244;0,8170;-3,9867;5,011
13,442955;-3,2814;1,0465;-3,6544;5,022
13,452874;-3,3509;1,2450;-3,2426;4,826
13,462797;-3,2653;1,4113;-2,8544;4,561
13,472879;-3,3504;1,4674;-2,3860;4,367
13,483102;-3,5176;1,4468;-1,9636;4,280
13,500307;-3,7330;1,6032;-1,7093;4,408
13,504347;-3,9779;1,7285;-1,5464;4,605
13,527539;-4,2115;1,3002;-1,3938;4,623
13,529593;-4,4539;0,6401;-0,8186;4,573
13,533236;-4,3779;0,2212;0,2596;4,391
13,542845;-3,8318;0,2957;1,4795;4,118
13,552929;-3,1045;0,6313;3,2527;4,540
13,562811;-2,6693;0,5538;4,8538;5,567
13,572944;-2,9737;0,2774;6,8628;7,485
13,582768;-3,9207;0,9476;7,2149;8,266
13,597175;-3,4808;1,4324;6,7848;7,759
13,621047;-1,7484;0,6756;7,3705;7,605
13,623136;0,1938;-0,6479;7,7472;7,777
13,624681;1,4565;-1,3000;7,2190;7,478
13,633166;2,6001;-1,5015;6,5279;7,185
13,642962;3,0862;-1,3994;5,7646;6,687
13,653086;2,9434;-1,0297;4,9871;5,882
13,663025;2,8051;-0,7715;3,8603;4,834
13,673036;2,6110;-0,5940;2,6575;3,773
13,684042;2,5359;-0,3619;1,9024;3,191
13,698803;2,4949;-0,1954;1,4249;2,880
13,702979;2,2372;-0,1586;0,8383;2,394
13,726256;2,0507;-0,3052;0,1972;2,083
13,728162;2,0376;-0,4363;-0,4893;2,140
13,732871;1,9823;-0,5559;-1,0332;2,303
13,742776;1,7205;-0,7850;-1,5581;2,450
13,752820;0,6691;-1,1125;-1,5246;2,002
13,762717;0,7279;-0,8600;-1,0972;1,573
13,773200;0,3513;-0,3538;-1,5813;1,658
13,782611;0,0034;-0,3053;-1,8192;1,845
13,795409;0,5437;-0,8045;-1,9889;2,213
13,817556;1,1383;-1,2583;-2,2313;2,803
13,820354;1,9170;-1,6254;-2,0443;3,240
13,825091;2,0660;-1,5643;-1,9949;3,270
13,834084;1,3610;-1,2671;-2,1808;2,866
13,843498;0,8893;-1,4245;-2,3218;2,865
13,853106;0,9189;-2,0510;-2,7456;3,548
13,862857;1,2721;-2,6373;-3,2178;4,351
13,873064;1,7592;-2,8445;-3,6481;4,949
13,882892;2,2391;-2,7485;-3,7266;5,143
13,897416;2,7540;-2,3856;-3,7954;5,261
13,902863;3,1625;-1,9148;-3,9395;5,403
13,926102;3,8625;-1,6157;-3,9060;5,726
13,928263;4,7084;-1,2995;-3,7726;6,172
13,934731;5,4870;-0,7410;-3,4607;6,529
13,942811;6,1231;-0,0984;-3,2845;6,949
13,953496;6,2045;0,3039;-3,3381;7,052
13,963189;5,8209;0,3916;-3,3906;6,748
13,972909;5,1813;0,1603;-3,3834;6,190
13,982912;4,5221;-0,1507;-3,2650;5,580
13,996922;3,9594;-0,4472;-3,0982;5,047
14,002884;3,6649;-0,6600;-2,9378;4,743
14,027823;3,7093;-0,6227;-2,5525;4,546
14,030023;3,9548;-0,2884;-1,7924;4,352
14,037191;4,4354;0,0291;-0,8967;4,525
14,045359;5,1013;0,1948;0,1759;5,108
14,053894;5,8653;0,2230;1,4898;6,056
14,062829;6,2105;0,2829;2,8730;6,849
14,072941;6,3101;0,2290;4,4447;7,722
14,082907;5,9393;0,2463;5,7068;8,240
14,094047;5,2017;0,0389;6,1941;8,089
14,119932;4,5953;-0,4019;5,5632;7,227
14,122223;3,9386;-0,8066;4,6972;6,183
14,123845;3,6591;-1,0673;3,9510;5,490
14,133166;3,5875;-1,0186;2,9912;4,781
14,143857;3,5044;-0,6985;2,0853;4,137
14,154762;3,3030;-0,3226;1,2778;3,556
14,163427;3,0756;-0,0216;0,5958;3,133
14,172949;2,5733;0,2355;-0,1288;2,587
14,182835;2,1040;0,3010;-0,7506;2,254
14,193650;1,7889;0,2431;-1,2198;2,179
14,218061;1,5596;0,1953;-1,6450;2,275
14,219768;1,3952;0,2334;-1,9932;2,444
14,222893;1,5104;0,2693;-2,1885;2,673
14,232767;1,6729;0,2887;-2,2238;2,798
14,244783;1,7203;0,3567;-2,2671;2,868
14,263784;1,7132;0,4808;-2,1336;2,778
14,265963;1,7010;0,5983;-1,9661;2,668
14,272952;1,5418;0,6942;-1,8115;2,478
14,282967;1,4551;0,6333;-1,5733;2,235
14,294478;1,3403;0,5886;-1,5405;2,125
14,322061;1,0568;0,6193;-1,6003;2,015
14,324691;0,7840;0,6563;-1,6278;1,922
14,325920;0,5218;0,7490;-1,6638;1,898
14,334353;0,3518;0,7849;-1,8662;2,055
14,342828;0,2881;0,8420;-1,9840;2,174
14,354500;0,1802;0,8845;-1,7854;2,001
14,363151;0,0471;0,9470;-1,4697;1,749
14,372906;-0,0094;0,9852;-1,2245;1,572
14,383020;-0,2304;1,0377;-1,2181;1,617
14,393438;-0,4088;1,0120;-1,3174;1,711
14,408839;-0,4409;0,9725;-1,4126;1,771
14,413323;-0,5597;0,9887;-1,3676;1,778
14,441207;-0,8444;1,1226;-1,1254;1,800
14,444201;-1,0236;1,2054;-0,9040;1,822
14,445821;-1,3225;1,2475;-0,6335;1,925
14,453481;-1,6692;1,2194;-0,3929;2,104
14,468703;-2,0892;1,2241;-0,0304;2,422
14,472959;-2,4229;1,1582;0,1817;2,692
14,482754;-2,4046;1,0429;0,3139;2,640
14,494924;-2,4090;1,0022;0,4238;2,643
14,502991;-2,3762;1,0746;0,7125;2,704
14,520130;-2,2463;1,1865;0,9626;2,717
14,522854;-2,1596;1,2571;1,2562;2,797
14,532731;-1,9020;1,0342;1,6105;2,698
14,542911;-1,6773;0,7464;2,2028;2,868
14,553395;-1,8857;0,5907;2,7659;3,399
14,563944;-1,9091;0,3509;3,0237;3,593
14,572965;-1,6754;-0,0031;3,2146;3,625
14,582938;-1,3843;-0,2373;3,3758;3,656
14,594123;-1,1658;-0,2447;3,7074;3,894
14,603006;-1,1277;-0,1142;3,9103;4,071
14,619127;-1,1407;-0,0431;3,7764;3,945
