time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
14,623049;-1,2954;-0,0541;3,5136;3,745
14,633189;-1,3861;-0,1704;3,3683;3,646
14,642977;-1,3541;-0,2886;3,1082;3,403
14,653061;-1,1991;-0,3541;2,6567;2,936
14,663589;-0,8890;-0,4080;2,2263;2,432
14,675414;-0,5039;-0,4823;1,9713;2,091
14,682834;-0,2738;-0,4381;1,8360;1,907
14,693121;-0,0875;-0,4087;1,6335;1,686
14,704179;0,0394;-0,4588;1,1133;1,205
14,730673;0,0324;-0,6083;0,2092;0,644
14,733431;0,0269;-0,7722;-0,6870;1,034
14,734986;0,0376;-0,9213;-1,4883;1,751
14,742864;0,0542;-1,0397;-2,1393;2,379
14,752850;0,1165;-1,1033;-2,6922;2,912
14,762922;0,2403;-1,0888;-3,0891;3,284
14,775523;0,3742;-0,9852;-3,3830;3,543
14,783216;0,3292;-0,7637;-3,3928;3,493
14,792905;0,2401;-0,6189;-3,0675;3,139
14,802843;0,4362;-0,5511;-2,7968;2,884
14,828271;0,5017;-0,4597;-2,5628;2,652
14,830506;0,6988;-0,4312;-2,4180;2,554
14,833027;0,9873;-0,4092;-2,2335;2,476
14,843001;1,3326;-0,3353;-2,0692;2,484
14,852728;1,8322;-0,2054;-1,8941;2,643
14,862995;2,3639;0,0510;-1,7690;2,953
14,873913;2,7947;0,2435;-1,6799;3,270
14,884402;3,0721;0,3741;-1,4115;3,402
14,893272;3,4485;0,3375;-0,9468;3,592
14,903151;3,6474;0,1865;-0,3694;3,671
14,914000;3,5950;0,0529;0,2465;3,604
14,942881;3,2918;0,1177;0,8218;3,395
14,945061;2,9803;0,1056;1,1665;3,202
14,946258;3,0650;-0,0841;1,3049;3,332
14,952879;3,2841;-0,2593;1,1853;3,501
14,962755;3,5959;-0,3667;1,0007;3,751
14,973522;3,8610;-0,4559;0,6483;3,941
14,984206;3,7886;-0,4625;0,2391;3,824
14,993042;3,5449;-0,4877;-0,3260;3,593
15,002967;3,3383;-0,4996;-0,9750;3,513
15,013836;3,0250;-0,5736;-1,6611;3,498
15,039601;3,0426;-0,6821;-2,0660;3,740
15,041513;3,2397;-0,7336;-2,2269;3,999
15,042759;3,4600;-0,7657;-2,2230;4,183
15,052763;3,8000;-0,7558;-1,7336;4,245
15,062807;4,0138;-0,5971;-0,6964;4,117
15,073013;4,0950;-0,3821;0,4253;4,135
15,083870;3,9217;-0,3097;1,2438;4,126
15,092938;3,4262;-0,3897;2,3443;4,170
15,102926;2,9837;-0,6003;3,2635;4,462
15,115594;2,6006;-0,8884;3,9783;4,835
15,123099;2,3435;-1,1571;4,3505;5,075
15,138318;2,2745;-1,4055;4,3523;5,108
15,142796;2,3334;-1,6012;4,0381;4,931
15,152778;2,3949;-1,6745;3,6482;4,674
15,162806;2,4463;-1,5026;3,1866;4,289
15,172727;2,5207;-1,2234;2,4592;3,728
15,182959;2,5792;-1,0498;1,7067;3,266
15,198656;2,9913;-1,2905;0,2722;3,269
15,202990;2,8022;-1,2791;-0,3445;3,100
15,216925;2,2920;-1,1463;0,1958;2,570
15,223106;1,5988;-0,6602;0,6511;1,848
15,232869;1,2018;-0,3018;0,6465;1,398
15,242693;1,0869;-0,0245;0,0259;1,087
15,253022;1,0769;0,0767;-0,8464;1,372
15,262735;1,0551;0,1813;-1,4940;1,838
15,272807;0,8981;0,2554;-2,4410;2,613
15,282749;0,6663;0,1647;-3,2115;3,284
15,297042;0,4982;-0,0881;-3,8284;3,862
15,318198;0,2916;-0,3680;-4,1773;4,204
15,320414;0,0405;-0,5492;-4,2410;4,277
15,323195;-0,2683;-0,6130;-4,0547;4,110
15,332831;-0,5946;-0,5220;-3,7400;3,823
15,342965;-0,8269;-0,3470;-3,4210;3,537
15,353196;-0,9545;-0,1456;-3,1568;3,301
15,362947;-0,9448;0,0430;-3,0421;3,186
15,373954;-0,8265;0,3337;-3,0832;3,210
15,382996;-0,7321;0,7566;-2,5386;2,748
15,399089;-0,5867;1,1059;-1,8986;2,274
15,420020;-0,5625;1,2749;-1,3152;1,916
15,424305;-0,5656;1,3225;-1,0001;1,752
15,425396;-0,6328;1,3845;-1,0696;1,860
15,432812;-0,8782;1,4657;-1,3523;2,179
15,442653;-1,2343;1,5213;-1,4983;2,466
15,452882;-1,5482;1,5514;-1,5136;2,664
15,462861;-1,7659;1,6302;-1,3054;2,735
15,472911;-1,9283;1,7553;-0,8378;2,739
15,482732;-2,0072;2,0009;-0,3068;2,851
15,496239;-1,8707;2,0331;0,3715;2,788
15,504090;-1,6282;1,9099;1,0172;2,708
15,523403;-1,3277;1,6691;1,5109;2,614
15,524827;-1,1767;1,4182;1,7870;2,567
15,532859;-1,1501;1,1369;1,8205;2,435
15,542966;-1,1939;0,8852;1,6032;2,186
15,552957;-1,4094;0,4774;1,4842;2,102
15,562993;-1,8638;0,1868;1,7320;2,551
15,572982;-2,4265;0,0354;2,4592;3,455
15,582687;-2,5745;0,1492;3,2671;4,162
15,592952;-2,2727;0,4419;4,3578;4,935
15,606920;-1,8705;0,8958;5,1916;5,590
15,630171;-1,2439;1,0078;5,6774;5,899
15,631385;-0,5365;0,7744;5,9141;5,989
15,632946;0,0966;0,1024;5,8981;5,900
15,642871;0,5836;-0,5344;5,6011;5,657
15,653072;0,8739;-1,0590;5,2208;5,398
15,662966;0,8482;-1,3060;4,6844;4,936
15,672978;0,7740;-1,3428;3,9962;4,286
15,682927;0,7329;-1,1678;3,2676;3,547
15,692770;0,7539;-0,8704;2,6506;2,890
15,706087;0,9131;-0,6380;2,2385;2,500
15,730022;1,3566;-0,4542;1,8262;2,320
15,731440;1,9959;-0,3986;1,4243;2,484
15,732754;2,5952;-0,3356;1,1384;2,854
15,742871;2,9608;-0,4342;0,6557;3,063
15,752834;3,0115;-0,5749;-0,0092;3,066
15,762762;2,8579;-0,6055;-0,6074;2,984
15,772892;2,5712;-0,8988;-1,3596;3,044
15,782673;2,6060;-1,2589;-2,2798;3,684
15,793077;2,6777;-1,3424;-2,8340;4,124
15,807149;2,4928;-1,1523;-3,1623;4,188
15,837091;2,4699;-1,0794;-2,9281;3,980
15,839604;2,0845;-1,5205;-2,7491;3,770
15,841659;1,1606;-2,0515;-2,7529;3,624
15,843145;0,1723;-2,2400;-2,3093;3,222
15,852957;-0,6597;-2,0369;-1,7311;2,753
15,862996;-1,2810;-1,9748;-1,9843;3,079
15,872877;-0,5600;-0,9332;-1,3011;1,696
15,882735;0,8407;0,2236;-0,9304;1,274
15,892627;2,4361;0,7045;-0,9198;2,698
15,906600;3,4061;0,6409;-1,2380;3,680
15,927201;3,5321;0,3438;-1,6643;3,920
15,929079;3,2688;0,1250;-1,2413;3,499
15,936902;2,9021;0,0234;-0,5531;2,954
15,942698;2,3432;-0,2743;-0,1774;2,366
15,952808;1,9074;-0,3360;-0,5661;2,018
15,962994;2,0264;-0,2300;-2,1387;2,955
15,972918;2,2198;-0,2436;-3,8480;4,449
15,982966;2,1118;-0,3798;-4,8699;5,322
15,992991;1,6876;-0,7636;-4,9884;5,321
16,007175;1,2155;-1,6431;-5,5323;5,898
16,037465;0,6287;-2,3000;-4,1943;4,825
16,039483;0,5910;-2,3387;-2,8519;3,735
16,040909;0,8830;-1,8843;-0,8928;2,264
16,043116;1,6376;-0,8620;0,6262;1,954
16,053062;2,6947;-0,2783;1,0662;2,911
16,063218;4,2453;-0,4426;0,6259;4,314
16,072988;5,2803;-0,7967;0,0251;5,340
16,082923;5,3743;-0,9225;-0,1208;5,454
16,092971;5,0438;-0,9602;0,4228;5,152
16,105855;4,6093;-1,0993;1,5381;4,982
16,133623;4,3244;-1,1720;3,2513;5,536
16,135201;4,2064;-1,2528;5,1502;6,767
16,136214;4,1148;-1,2485;6,5617;7,845
16,143213;4,3383;-1,3521;7,4146;8,696
16,153001;4,2905;-1,2419;7,4313;8,670
16,163358;4,2997;-0,8642;7,0324;8,288
16,173016;4,3066;-0,6067;5,4305;6,957
16,183047;4,9891;-0,1489;5,7471;7,612
16,193200;5,6015;1,0184;7,0324;9,048
16,207329;6,9896;1,7466;7,4173;10,340
16,237439;9,0010;0,3850;6,5661;11,148
16,239627;8,2380;0,9997;4,6708;9,523
16,241312;6,0781;1,9632;3,1200;7,109
16,247475;4,0862;2,5089;2,0308;5,207
16,252851;4,2150;1,7540;1,1974;4,720
16,262852;4,0826;0,2054;0,8670;4,179
16,272927;3,2936;-0,0780;-0,2696;3,306
16,283070;2,2865;-0,0290;-1,5626;2,770
16,292842;1,3764;-0,0524;-2,7542;3,079
16,306366;0,7967;0,0409;-3,0737;3,175
16,334740;0,6223;-0,2044;-3,2270;3,293
16,337086;0,5254;-0,2076;-4,2587;4,296
16,338440;0,7730;-0,4830;-4,5262;4,617
16,345475;1,2273;-0,6164;-4,6999;4,896
16,353514;2,1234;-0,4259;-4,3382;4,849
16,363326;2,3946;-0,1356;-4,3583;4,975
16,373502;1,8910;0,2083;-4,3440;4,742
16,383211;1,2042;0,3623;-3,7149;3,922
16,393223;0,4026;0,6313;-2,7616;2,861
16,407589;-2,9145;0,6691;-1,8223;3,502
16,413367;-5,7436;1,2149;-1,2317;5,998
16,439003;-6,7420;1,6481;-0,5414;6,962
16,441171;-5,6743;1,5140;-1,4358;6,046
16,448346;-3,9477;1,0763;-3,1457;5,161
16,457229;-2,4085;1,1100;-4,6201;5,327
16,462675;-1,8669;1,3766;-5,1309;5,631
16,472849;-1,1133;1,1162;-5,0498;5,290
16,482962;-0,4709;0,9897;-4,4449;4,578
16,492865;-1,0870;1,9049;-2,7295;3,501
16,506511;-2,0550;2,8236;-0,8614;3,597
16,513257;-2,4767;3,1463;0,4390;4,028
16,538055;-2,7434;3,2123;0,8853;4,316
16,540507;-2,6758;3,1688;0,7699;4,218
16,546927;-2,3708;3,0858;0,3566;3,908
16,556323;-2,1687;2,9450;0,7690;3,737
16,562925;-1,8108;2,5737;2,1717;3,823
16,573020;-1,0560;2,1523;3,8776;4,559
16,583159;0,3071;1,3856;5,7353;5,908
16,593132;1,6475;0,4044;7,1803;7,378
16,606875;2,1962;-0,8459;8,1600;8,493
16,613311;1,8870;-1,8445;8,6047;9,000
16,634518;1,5578;-2,3701;9,1057;9,537
16,636132;1,3244;-2,8707;9,3346;9,855
16,643058;1,5687;-3,4124;8,9085;9,668
16,653313;2,0193;-3,9557;7,9707;9,125
16,664753;1,7464;-4,6509;7,8343;9,277
16,673327;2,4519;-4,4367;6,2955;8,083
16,683019;3,3015;-3,7460;4,0538;6,432
16,693041;3,6752;-3,4529;2,9168;5,826
16,703148;3,9128;-3,2741;2,2495;5,576
16,717082;4,0127;-2,7378;1,3038;5,030
16,723047;3,8191;-2,7399;1,0900;4,825
16,746288;4,0459;-2,7425;1,6196;5,149
16,748355;3,9118;-2,1161;2,7134;5,210
16,756360;3,3903;-1,1011;3,4412;4,955
16,764906;2,6806;-0,2961;2,8874;3,951
16,773052;1,7018;-0,0097;0,9312;1,940
16,783056;0,1877;0,0162;-3,1936;3,199
16,793078;-1,2306;0,0798;-6,2051;6,326
16,803293;-2,2941;-0,0498;-7,2301;7,585
16,814713;-3,2123;0,1530;-8,2923;8,894
16,846818;-3,7376;0,2356;-9,1677;9,903
16,849467;-3,7226;0,1226;-9,8693;10,549
16,850994;-2,8548;0,2947;-10,1166;10,516
16,857136;-1,5412;0,7858;-10,0357;10,184
16,868223;-1,1559;1,8954;-9,4185;9,677
16,876850;-2,4992;2,8639;-8,5434;9,351
16,883128;-3,3256;3,6985;-8,0313;9,447
16,892797;-2,7763;4,0983;-8,3724;9,726
16,903818;-1,4945;3,8890;-9,0168;9,933
16,935475;-0,1938;3,6945;-9,4254;10,125
16,937772;0,6405;3,8577;-9,4423;10,220
16,939198;1,0147;4,1604;-9,2113;10,158
16,944678;1,3187;4,4365;-8,4294;9,616
16,952966;1,1179;4,6801;-7,2914;8,736
16,963307;0,7452;4,7143;-6,1684;7,799
16,974046;0,4941;4,6637;-4,9649;6,830
16,983049;0,7264;4,4096;-3,7502;5,834
16,992996;0,9456;4,1395;-2,9144;5,150
17,004615;0,9540;4,1422;-1,9972;4,697
17,013123;0,8283;4,3863;-0,9715;4,568
17,033440;0,9907;5,0940;0,4441;5,208
17,035384;1,5568;6,0668;2,5742;6,772
17,042590;2,6833;6,8624;5,0414;8,928
17,052816;4,7564;7,3290;7,3541;11,420
17,062911;7,9032;7,0378;9,5638;14,264
17,073890;10,4173;6,4064;10,9936;16,444
17,084952;11,3243;5,7764;11,2488;16,975
17,093415;10,1106;4,8024;9,8651;14,920
17,103177;8,3227;3,9154;7,9522;12,159
17,116609;6,9499;3,1233;6,2263;9,840
17,122941;6,4426;2,2164;5,3938;8,690
17,146624;6,9599;1,6287;5,2064;8,843
17,149110;7,6343;0,9675;5,6854;9,568
17,155519;7,9182;0,5155;6,0570;9,983
17,164546;7,9960;0,0290;5,8213;9,891
17,173207;8,1532;-0,7450;5,4831;9,854
17,183890;8,5929;-1,3057;5,2172;10,137
17,193000;8,8011;-1,9941;4,4718;10,071
17,203050;7,6665;-2,8639;4,4715;9,326
17,215015;6,3288;-3,5608;3,5545;8,085
17,223081;4,9860;-4,1669;3,4613;7,362
17,243000;3,1438;-5,2612;4,1326;7,392
17,244647;1,6594;-6,4897;5,2863;8,533
17,252970;1,1544;-7,6233;6,0673;9,811
17,262739;1,5820;-7,9020;7,0869;10,732
17,272899;2,9813;-6,8828;8,8497;11,601
17,283381;4,5713;-5,4507;10,1431;12,389
17,293412;5,2076;-4,9517;10,0270;12,336
17,302900;4,9001;-5,2257;8,5998;11,193
17,312731;3,7736;-5,2721;6,5842;9,240
17,339210;1,4929;-4,2252;4,3247;6,228
17,341753;-1,1218;-2,4376;1,7894;3,225
17,343498;-2,2618;-0,9565;-1,2741;2,767
17,352930;-1,8181;-0,4005;-4,6174;4,979
17,362895;-1,8232;-0,2613;-7,9667;8,177
17,373082;-2,6457;0,0984;-11,7413;12,036
17,383456;-4,5218;0,9528;-13,9260;14,673
17,393477;-5,9114;3,7393;-15,6393;17,132
17,402997;-8,3202;3,4356;-17,0226;19,256
17,413015;-9,0657;2,8460;-15,1358;17,871
17,424891;-6,6602;3,2938;-11,4309;13,634
17,432968;-4,7874;3,3508;-7,9095;9,834
17,453798;-3,0608;2,8614;-3,8810;5,711
17,455847;-2,1474;2,3085;-1,5319;3,505
17,462810;-1,7163;2,3547;0,1951;2,920
17,473038;-2,0510;3,0905;0,6475;3,765
17,482922;-1,7455;4,8059;-0,0689;5,114
17,494133;-0,9535;6,5363;-1,5193;6,778
17,503242;-0,9210;7,7423;-2,9508;8,337
17,512970;-1,7002;8,5141;-4,4852;9,772
17,528988;-2,6285;8,8298;-5,9019;10,941
17,534404;-3,7814;8,8928;-6,9430;11,899
17,558372;-4,9002;8,9755;-6,7724;12,265
17,561305;-6,0498;9,0629;-4,6159;11,834
17,563334;-7,0705;8,8453;-4,6520;12,242
17,573284;-7,6796;7,2243;-4,0017;11,277
17,583749;-8,6625;6,0885;-1,7618;10,734
17,593068;-9,4067;5,3763;0,8999;10,872
17,603753;-10,2325;4,5415;3,6224;11,766
17,613316;-10,5480;3,0657;6,0613;12,546
17,624894;-9,8182;1,4547;8,4940;13,064
17,633402;-8,0267;-0,6069;11,6194;14,135
17,654559;-6,2113;-3,0120;14,3758;15,947
17,656962;-3,2639;-4,2507;18,0747;18,852
17,663972;-0,0937;-4,2501;23,5140;23,895
17,673084;0,0724;-4,6603;28,3113;28,692
17,682942;-0,7185;-6,8651;28,1427;28,977
17,693360;-0,9764;-8,3148;22,1877;23,715
17,709611;-1,6463;-7,3191;14,6580;16,466
17,714475;-1,8561;-5,5675;6,9147;9,069
17,744062;-1,6440;-5,1327;1,8367;5,694
17,746412;-2,0466;-5,5238;-1,6213;6,110
17,748106;-1,5384;-6,1497;-3,3892;7,188
17,753339;0,8796;-7,0964;-3,7992;8,097
17,762881;3,5790;-7,9333;-3,1719;9,263
17,772894;5,8073;-8,5785;-2,2293;10,596
17,783166;8,3598;-9,1216;-2,4271;12,609
17,793156;9,7793;-8,5472;-2,8216;13,291
17,811352;10,5926;-7,1663;-3,2701;13,200
17,813669;11,3332;-5,3975;-3,8279;13,124
17,823110;11,8852;-3,8227;-4,7470;13,357
17,846627;11,6640;-2,8980;-6,3841;13,609
17,849215;10,5405;-2,3009;-8,3906;13,667
17,853194;9,1900;-1,5434;-10,6541;14,154
17,863227;7,3478;-0,5188;-12,6825;14,666
17,872989;6,3268;-0,5666;-13,4013;14,831
17,882987;6,3509;-2,3711;-14,2344;15,766
17,893193;7,1915;-2,1545;-14,1015;15,975
17,911430;8,6928;-0,7833;-11,8779;14,740
17,914498;10,4400;-0,2378;-8,2963;13,337
17,945911;11,3454;-0,5838;-3,7870;11,975
17,948650;11,0338;-1,4703;-1,1811;11,194
17,949692;11,2412;-4,3312;1,4298;12,131
17,952910;8,9932;-7,7712;2,8769;12,229
17,963206;5,7247;-9,8918;3,2022;11,869
17,973067;3,3547;-9,5057;2,2318;10,324
17,982898;2,1801;-7,9720;1,4743;8,395
17,992908;2,4892;-6,1615;0,7229;6,684
18,010207;3,0766;-3,6839;0,3548;4,813
18,014272;3,6549;-1,1246;1,8702;4,257
18,042059;3,9152;-0,5302;5,7967;7,015
18,044563;3,7033;-2,7336;10,4792;11,446
18,046140;3,2282;-3,8085;15,1314;15,934
18,055530;1,7548;-2,0695;19,2350;19,425
18,062959;-0,2272;0,9085;21,1704;21,191
18,073008;-1,1911;3,1165;19,2503;19,537
18,083005;-0,5034;4,3891;14,3172;14,983
18,093095;0,8288;5,3614;7,3440;9,130
18,106695;1,7521;6,0275;1,8651;6,548
18,136735;2,6174;6,0881;-2,5314;7,094
18,138237;3,0332;5,1945;-5,9713;8,476
18,139134;1,8744;3,7527;-8,2380;9,245
18,143027;-1,5783;2,3915;-9,8335;10,242
18,152895;-5,4462;1,3032;-10,3106;11,733
18,162980;-9,5168;0,6684;-9,4080;13,399
18,173218;-11,2997;1,1838;-7,5196;13,625
18,182726;-11,0317;2,1276;-6,0125;12,743
18,192877;-9,4192;2,7083;-5,7002;11,338
18,207393;-6,8962;2,8240;-6,7099;10,028
18,238319;-4,3235;2,9985;-8,8544;10,300
18,240568;-3,0330;3,4713;-11,2677;12,174
18,242152;-3,9381;3,8543;-13,5631;14,640
18,245623;-5,8501;4,2165;-15,6050;17,191
18,252755;-7,4182;4,4292;-16,3709;18,511
18,262840;-9,4043;4,2910;-15,3496;18,506
18,273054;-11,9183;4,5485;-11,9669;17,491
18,282787;-11,9088;5,0339;-8,3153;15,372
18,292874;-10,4741;4,5711;-4,1407;12,155
18,310539;-8,9782;3,8360;0,7934;9,796
18,313073;-9,1106;3,1903;5,1414;10,937
18,340086;-8,6718;2,4322;13,6154;16,325
18,342387;-8,4455;-0,0485;21,2282;22,847
18,343766;-8,1798;-2,6549;26,8248;28,170
18,352811;-6,5820;-4,7959;28,2642;29,414
18,363167;-3,7863;-5,3850;25,7580;26,586
18,373193;-0,2530;-4,6657;22,5560;23,035
18,382965;2,4934;-3,2635;20,8904;21,290
18,392949;3,2903;-2,8259;20,0957;20,558
18,408860;3,5919;-4,5929;17,9726;18,895
18,413310;4,2579;-4,8925;14,4848;15,871
18,440931;5,3694;-3,8113;11,6501;13,382
18,443546;6,8243;-3,2299;9,4793;12,119
18,446243;7,8256;-3,5619;7,6829;11,531
18,453088;8,0061;-3,9466;5,9063;10,703
18,462876;6,9030;-3,9822;4,4787;9,142
18,472971;5,7227;-4,1924;1,4008;7,231
18,482869;5,3928;-4,4665;-1,1798;7,101
18,492927;5,8286;-4,9094;-3,5944;8,426
18,507469;6,5586;-5,3552;-5,6087;10,156
18,514683;7,3211;-5,5412;-7,3532;11,763
18,535899;7,7342;-5,8857;-8,8691;13,158
18,538210;7,8742;-6,1153;-10,2961;14,332
18,546816;7,7535;-6,4327;-11,4058;15,218
18,552829;7,2090;-6,9541;-12,9843;16,399
18,563072;6,8546;-6,4607;-13,8101;16,717
18,572801;6,8640;-6,3592;-14,7102;17,434
18,582801;6,9144;-6,6652;-15,5264;18,257
18,593009;6,5696;-6,4875;-15,6386;18,161
18,605234;7,0893;-5,6674;-14,9388;17,480
18,636611;8,4986;-5,0734;-14,0226;17,164
18,638405;10,2634;-5,2346;-12,8154;17,233
18,639517;11,9213;-5,7275;-11,1528;17,300
18,647839;12,2898;-5,9791;-8,5065;16,098
18,657432;10,9691;-5,9364;-5,2917;13,549
18,662833;9,0489;-5,5527;-2,2636;10,855
18,672937;6,7456;-4,3716;1,2824;8,140
18,683032;5,0863;-2,9695;4,3691;7,333
18,693024;5,6579;-1,6451;6,2647;8,600
18,705564;7,7944;-0,5550;6,7011;10,294
18,738628;9,3653;0,7652;5,4301;10,853
18,741167;9,5788;1,8933;3,9132;10,519
18,742466;8,2975;2,6854;3,2967;9,324
18,743854;5,3364;3,1362;3,8245;7,276
18,752863;2,0348;3,5422;5,4989;6,850
18,762952;-0,7086;4,1552;8,1866;9,208
18,773126;-2,1650;4,7226;12,3562;13,404
18,783115;-2,3778;4,5953;16,2966;17,098
18,793414;-1,3192;4,7799;17,2416;17,941
18,804410;2,0973;5,8881;15,8838;17,069
18,836620;4,6398;6,6440;12,2952;14,726
18,839178;5,3110;5,8750;8,1613;11,372
18,840722;4,1686;3,5889;4,8727;7,349
18,847608;0,0265;0,6250;3,2745;3,334
18,855511;-7,6285;0,1003;1,4079;7,758
18,863185;-16,9398;2,2242;-0,1884;17,086
18,873061;-21,5543;3,6594;-1,6782;21,927
18,882912;-20,7759;3,2282;-3,5589;21,324
18,892912;-16,8507;2,0818;-5,3919;17,814
18,904353;-12,6765;1,6012;-6,7295;14,441
18,935597;-10,4954;1,8871;-8,7895;13,819
18,938056;-10,9219;2,2181;-10,4807;15,299
18,939964;-12,9228;2,2596;-11,3512;17,348
18,946549;-13,9092;1,8640;-9,2948;16,832
18,955284;-12,9961;1,1766;-5,0076;13,977
18,964392;-11,0377;0,8333;0,5077;11,081
18,972799;-9,1898;0,2415;4,8923;10,414
18,983238;-8,3074;-0,2574;7,2961;11,059
18,993143;-6,7778;-0,8318;9,3636;11,589
19,003194;-4,6047;-1,4424;9,8790;10,995
19,016451;-2,8423;-1,8334;9,2593;9,858
19,023058;-1,7187;-2,4272;8,6591;9,156
19,051927;-0,9874;-3,1555;7,8298;8,499
19,054555;-0,0154;-3,9333;6,2462;7,381
19,056134;2,3548;-4,4992;3,8079;6,347
19,065273;5,8032;-5,3382;1,1767;7,972
19,073522;8,2093;-6,5793;-0,6891;10,543
19,083118;8,7751;-7,3344;-1,2595;11,506
19,093385;8,4571;-7,2270;-1,1555;11,184
19,103415;9,0154;-6,9449;-1,3745;11,463
19,116372;10,3092;-6,7933;-1,6300;12,453
19,123175;11,7210;-6,4831;-2,1230;13,562
19,147078;12,5231;-5,8825;-3,3302;14,231
19,149519;12,4276;-5,3833;-4,7031;14,337
19,157462;11,6514;-5,7001;-6,6672;14,584
19,165947;10,9598;-5,5889;-7,9076;14,625
19,173249;10,6421;-4,9151;-8,4842;14,470
19,183297;10,2311;-3,8398;-7,1830;13,077
19,193038;10,3651;-2,3580;-4,6237;11,592
19,203035;10,6954;-0,7506;-1,9566;10,899
19,214916;10,8378;0,3408;0,2648;10,846
19,223150;10,6766;0,9186;1,4671;10,816
19,245293;9,7414;1,3548;2,2764;10,095
19,247205;7,9155;2,1063;2,6861;8,620
19,255862;7,2931;2,8060;1,9523;8,054
19,263736;6,9368;2,7529;1,1046;7,544
19,273809;5,1098;1,8135;1,8685;5,735
19,283071;2,2107;0,8725;4,2353;4,857
19,293232;-0,9426;0,1128;7,7374;7,795
19,303111;-3,4933;-1,1710;11,6770;12,244
19,314850;-4,7553;-2,4535;13,4063;14,435
19,323160;-5,0568;-3,3185;10,2898;11,936
19,349886;-5,1113;-2,7321;4,0319;7,060
19,352970;-4,3600;-1,2963;-2,3439;5,117
19,354577;-2,9159;0,7379;-7,6012;8,175
19,363031;-2,4398;3,2329;-11,2369;11,945
19,373263;-5,3028;5,8380;-14,0308;16,095
19,386634;-8,0582;7,4657;-14,8155;18,444
19,393190;-11,1835;7,7329;-15,9240;20,939
19,403534;-15,0137;7,7630;-15,7454;23,100
19,415593;-16,6160;9,6401;-14,9915;24,367
19,423297;-15,2262;10,0560;-13,0704;22,445
19,447538;-13,3708;9,3915;-4,4662;16,939
19,450100;-11,7420;9,1695;3,2762;15,254
19,452658;-10,3708;7,6092;14,9208;19,700
19,463019;-8,4003;5,6322;22,3632;24,544
